Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0045912~negative regulation of carbohydrate metabolic process	2	0.9389671361502347	0.1171844852972935	ENPP1, GSK3A	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0051044~positive regulation of membrane protein ectodomain proteolysis	2	0.9389671361502347	0.1171844852972935	APOE, ADAM9	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0019934~cGMP-mediated signaling	2	0.9389671361502347	0.1171844852972935	APOE, FZD2	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0030002~cellular anion homeostasis	2	0.9389671361502347	0.1171844852972935	ENPP1, SLC34A3	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0009125~nucleoside monophosphate catabolic process	2	0.9389671361502347	0.1171844852972935	CNP, NT5E	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0045540~regulation of cholesterol biosynthetic process	2	0.9389671361502347	0.1171844852972935	APOB, APOE	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0010884~positive regulation of lipid storage	2	0.9389671361502347	0.1171844852972935	APOB, SCARB1	187	9	13528	16.076054664289956	1.0	0.5812389325518096	87.8266642132027
GOTERM_BP_FAT	GO:0002541~activation of plasma proteins involved in acute inflammatory response	3	1.4084507042253522	0.1178592533332302	CD55, F3, CD46	187	43	13528	5.04713344111429	1.0	0.5819956140623734	87.9829235830487
GOTERM_BP_FAT	GO:0060191~regulation of lipase activity	4	1.8779342723004695	0.11790316898838099	GNA13, GNAQ, GNA11, FKBP1A	187	87	13528	3.326080275370336	1.0	0.5806733964586375	87.99302766215648
INTERPRO	IPR019565:Alpha-2-macroglobulin, thiol-ester bond-forming	2	0.9389671361502347	0.11810089189709432	A2M, PZP	209	10	16659	15.941626794258372	1.0	0.5243805540948943	82.76124066193182
INTERPRO	IPR001212:Somatomedin B	2	0.9389671361502347	0.11810089189709432	ENPP1, TINAGL1	209	10	16659	15.941626794258372	1.0	0.5243805540948943	82.76124066193182
INTERPRO	IPR001881:EGF-like calcium-binding	4	1.8779342723004695	0.11860808133416414	CD97, CCBE1, JAG1, EDIL3	209	96	16659	3.3211722488038276	1.0	0.5209134546635845	82.89940607832781
GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	11	5.164319248826291	0.11875134775686194	A2M, ENPP1, APOE, ITGAV, F2, CD81, ITGA2, FKBP1A, THBS1, RPS27A, ADAM9	187	474	13528	1.6788284934226854	1.0	0.5819969852494862	88.18661502148272
UP_SEQ_FEATURE	lipid moiety-binding region:GPI-anchor amidated serine	3	1.4084507042253522	0.11969442800033339	CD55, GPC6, NT5E	212	54	19113	5.008647798742139	1.0	0.8510580284838268	86.44791585862917
GOTERM_BP_FAT	GO:0008219~cell death	15	7.042253521126761	0.11979928656920927	HRAS, BIRC6, ITSN1, NRAS, ECE1, KRAS, F3, RAC1, F2, SH3KBP1, RHOT2, MUC5AC, PDCD6IP, THBS1, RPS27A	187	719	13528	1.5092262723777081	1.0	0.5839578875257084	88.42174077501419
GOTERM_BP_FAT	GO:0030855~epithelial cell differentiation	5	2.3474178403755865	0.12022416678780375	COL18A1, TSG101, JAG1, FZD2, ADAM9	187	137	13528	2.6402279558140442	1.0	0.5838850805799833	88.51581072427352
INTERPRO	IPR000152:EGF-type aspartate/asparagine hydroxylation conserved site	4	1.8779342723004695	0.12133078927781696	CD97, CCBE1, JAG1, EDIL3	209	97	16659	3.286933359640902	1.0	0.5244525058656094	83.62369927869658
PIR_SUPERFAMILY	PIRSF002512:Integrin_B	2	0.9389671361502347	0.1218778865537135	ITGB6, ITGB1	137	7	7396	15.424400417101147	0.9999998315039681	0.6464593859987294	77.50693408147463
PIR_SUPERFAMILY	PIRSF002512:integrin, beta subunit	2	0.9389671361502347	0.1218778865537135	ITGB6, ITGB1	137	7	7396	15.424400417101147	0.9999998315039681	0.6464593859987294	77.50693408147463
GOTERM_BP_FAT	GO:0048593~camera-type eye morphogenesis	3	1.4084507042253522	0.1224039116548517	PVRL3, EPHB1, EPHB2	187	44	13528	4.932425862907147	1.0	0.5894436155472722	88.98721232972129
PIR_SUPERFAMILY	PIRSF001630:serpin	3	1.4084507042253522	0.12261662487486061	SERPINA4, SERPINC1, SERPINA1	137	33	7396	4.907763769077638	0.9999998476901033	0.6250956256876019	77.72319952892546
UP_SEQ_FEATURE	short sequence motif:SH3-binding	3	1.4084507042253522	0.12334872617686439	EPS15, ADAM10, CD2AP	212	55	19113	4.917581475128645	1.0	0.8556634579481796	87.30350383783659
SP_PIR_KEYWORDS	vldl	2	0.9389671361502347	0.12400984539881879	APOB, APOE	212	12	19235	15.121855345911948	1.0	0.36488190541254995	83.1336278921033
SP_PIR_KEYWORDS	oxygen transport	2	0.9389671361502347	0.12400984539881879	HBZ, HBA2, HBA1	212	12	19235	15.121855345911948	1.0	0.36488190541254995	83.1336278921033
SP_PIR_KEYWORDS	epidermolysis bullosa	2	0.9389671361502347	0.12400984539881879	ITGA6, CD151	212	12	19235	15.121855345911948	1.0	0.36488190541254995	83.1336278921033
GOTERM_BP_FAT	GO:0007267~cell-cell signaling	13	6.103286384976526	0.12431007729944551	STX4, NRP1, ADAM10, CNP, FZD2, EPHB1, CD97, APOE, SH3KBP1, TMOD2, SDCBP, RPS27A, MLLT4	187	600	13528	1.567415329768271	1.0	0.5940414235853073	89.38446812208802
GOTERM_BP_FAT	GO:0016265~death	15	7.042253521126761	0.12464703034817771	HRAS, BIRC6, ITSN1, NRAS, ECE1, KRAS, F3, RAC1, F2, SH3KBP1, RHOT2, MUC5AC, PDCD6IP, THBS1, RPS27A	187	724	13528	1.498803439004934	1.0	0.5936629561121166	89.45327333792034
UP_SEQ_FEATURE	domain:EGF-like 12	2	0.9389671361502347	0.12475418901556046	JAG1, MEGF10	212	12	19113	15.025943396226415	1.0	0.8547149078697794	87.61889045682278
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme distal ligand)	2	0.9389671361502347	0.12475418901556046	HBZ, HBA2, HBA1	212	12	19113	15.025943396226415	1.0	0.8547149078697794	87.61889045682278
GOTERM_MF_FAT	GO:0050750~low-density lipoprotein receptor binding	2	0.9389671361502347	0.1268071893772651	APOB, APOE	160	11	12983	14.753409090909091	1.0	0.560935537671579	84.29809482975736
GOTERM_BP_FAT	GO:0043254~regulation of protein complex assembly	4	1.8779342723004695	0.12697184109985415	CDC42, ARPC1B, GSK3B, RAC1	187	90	13528	3.2152109328579916	1.0	0.5994730211712084	89.91668510441438
INTERPRO	IPR019956:Ubiquitin subgroup	2	0.9389671361502347	0.12911867161037804	UBTD1, RPS27A	209	11	16659	14.492387994780337	1.0	0.5431563948857658	85.54123402357311
INTERPRO	IPR011625:Alpha-2-macroglobulin, N-terminal 2	2	0.9389671361502347	0.12911867161037804	A2M, PZP	209	11	16659	14.492387994780337	1.0	0.5431563948857658	85.54123402357311
INTERPRO	IPR002890:Alpha-2-macroglobulin, N-terminal	2	0.9389671361502347	0.12911867161037804	A2M, PZP	209	11	16659	14.492387994780337	1.0	0.5431563948857658	85.54123402357311
GOTERM_BP_FAT	GO:0016127~sterol catabolic process	2	0.9389671361502347	0.12933062670646725	APOE, SCARB1	187	10	13528	14.468449197860961	1.0	0.6052779478486151	90.36724301714976
GOTERM_BP_FAT	GO:0006707~cholesterol catabolic process	2	0.9389671361502347	0.12933062670646725	APOE, SCARB1	187	10	13528	14.468449197860961	1.0	0.6052779478486151	90.36724301714976
GOTERM_BP_FAT	GO:0045745~positive regulation of G-protein coupled receptor protein signaling pathway	2	0.9389671361502347	0.12933062670646725	ECE1, TMOD2	187	10	13528	14.468449197860961	1.0	0.6052779478486151	90.36724301714976
GOTERM_BP_FAT	GO:0010829~negative regulation of glucose transport	2	0.9389671361502347	0.12933062670646725	ENPP1, GSK3A	187	10	13528	14.468449197860961	1.0	0.6052779478486151	90.36724301714976
GOTERM_BP_FAT	GO:0006911~phagocytosis, engulfment	2	0.9389671361502347	0.12933062670646725	MFGE8, THBS1	187	10	13528	14.468449197860961	1.0	0.6052779478486151	90.36724301714976
GOTERM_BP_FAT	GO:0002690~positive regulation of leukocyte chemotaxis	2	0.9389671361502347	0.12933062670646725	ADAM10, THBS1	187	10	13528	14.468449197860961	1.0	0.6052779478486151	90.36724301714976
GOTERM_BP_FAT	GO:0043405~regulation of MAP kinase activity	5	2.3474178403755865	0.12970069008532709	KRAS, APOE, MET, CD81, THBS1	187	141	13528	2.565327871961163	1.0	0.6049776072525825	90.43618681376198
SP_PIR_KEYWORDS	acetylation	36	16.901408450704224	0.13104346802686428	CHMP2A, HRAS, TSG101, CHMP4B, EPS15L1, FKBP1A, HSPA1A, AURKB, ITSN1, ITGB1, CDC42, SLC1A5, NUP214, RPL30, APOB, KRAS, RAC2, DHX15, HSPA6, USP11, HSPA7, CAB39, BRD9, RPS27A, HSPA8, KIF5B, RBM12B, VTA1, SLC3A2, HBA2, HBA1, ARPC1B, GNAQ, RRAS2, HBZ, RAB22A, SDCBP, PDCD6IP	212	2635	19235	1.239590419247431	1.0	0.3789539139726831	84.86593169268883
GOTERM_CC_FAT	GO:0044463~cell projection part	7	3.286384976525822	0.13133849296959754	GNA13, KIF5B, GSK3B, DYNC2H1, ITGA2, SCARB1, ITGB1	189	234	12782	2.023108578664134	1.0	0.48527109729436446	84.5071526740399
INTERPRO	IPR018249:EF-HAND 2	6	2.8169014084507045	0.13159693562913083	EPS15, NIN, RHOT2, EPS15L1, ITSN2, ITSN1	209	215	16659	2.224413041059308	1.0	0.545523855754505	86.1062678635143
BIOCARTA	h_cxcr4Pathway:CXCR4 Signaling Pathway	3	1.4084507042253522	0.13248124376562403	HRAS, GNAQ, GNAI1	41	23	1437	4.571580063626723	0.9999999854983672	0.7505221058798299	80.7594949849731
BIOCARTA	h_edg1Pathway:Phospholipids as signalling intermediaries	3	1.4084507042253522	0.13248124376562403	GNAI1, ITGAV, RAC1	41	23	1437	4.571580063626723	0.9999999854983672	0.7505221058798299	80.7594949849731
KEGG_PATHWAY	hsa05216:Thyroid cancer	3	1.4084507042253522	0.13305746688691156	NRAS, HRAS, KRAS	113	29	5085	4.655172413793103	0.9999992738259397	0.3106362533614051	79.43940195792322
GOTERM_BP_FAT	GO:0051640~organelle localization	4	1.8779342723004695	0.13315273760670382	CDC42, NIN, ALB, RHOT2	187	92	13528	3.1453150430132526	1.0	0.6139147415252604	91.0573274432318
SP_PIR_KEYWORDS	s-nitrosylation	2	0.9389671361502347	0.1336250939321556	ODC1, HRAS	212	13	19235	13.958635703918723	1.0	0.3819647817237125	85.45931327432525
SMART	SM00201:SO	2	0.9389671361502347	0.1353346473162126	ENPP1, TINAGL1	132	10	9079	13.756060606060608	0.9999998692510472	0.5134686516170085	80.60474250490422
INTERPRO	IPR018247:EF-HAND 1	6	2.8169014084507045	0.13600274608374524	EPS15, STIM2, RHOT2, EPS15L1, ITSN2, ITSN1	209	217	16659	2.2039115383767336	1.0	0.5533574948614265	87.06045258535872
GOTERM_BP_FAT	GO:0007218~neuropeptide signaling pathway	4	1.8779342723004695	0.13628209440605832	LPHN2, CD97, GPR126, GPR116	187	93	13528	3.111494451152895	1.0	0.6216862020256299	91.58741998449383
GOTERM_CC_FAT	GO:0005905~coated pit	3	1.4084507042253522	0.13654722124490556	EPS15, AP2A1, EPS15L1	189	44	12782	4.611111111111111	1.0	0.49395530633655105	85.69335317186952
SP_PIR_KEYWORDS	liver	3	1.4084507042253522	0.1368204927156202	APOB, F2, AHSG	212	59	19235	4.613447393668053	1.0	0.386365025540673	86.1639386639341
SMART	SM00423:PSI	3	1.4084507042253522	0.13720069013594494	MET, ITGB6, ITGB1	132	45	9079	4.585353535353535	0.9999998966841374	0.5031009908869244	81.07165593882542
GOTERM_MF_FAT	GO:0017127~cholesterol transporter activity	2	0.9389671361502347	0.13751006147582945	APOB, APOE	160	12	12983	13.523958333333333	1.0	0.5862484794873197	86.731461306807
GOTERM_MF_FAT	GO:0030742~GTP-dependent protein binding	2	0.9389671361502347	0.13751006147582945	CDC42, RAC1	160	12	12983	13.523958333333333	1.0	0.5862484794873197	86.731461306807
GOTERM_MF_FAT	GO:0019838~growth factor binding	4	1.8779342723004695	0.13796629582091746	A2M, IL1RAP, THBS1, COL5A1	160	105	12983	3.091190476190476	1.0	0.5813144683159145	86.82697057119447
PIR_SUPERFAMILY	PIRSF001635:alpha-2-macroglobulin	2	0.9389671361502347	0.1380403723326296	A2M, PZP	137	8	7396	13.496350364963503	0.9999999818686147	0.6495600679859477	81.82670788136024
PIR_SUPERFAMILY	PIRSF500045:hemoglobin, vertebrate type	2	0.9389671361502347	0.1380403723326296	HBZ, HBA2, HBA1	137	8	7396	13.496350364963503	0.9999999818686147	0.6495600679859477	81.82670788136024
GOTERM_BP_FAT	GO:0007243~protein kinase cascade	9	4.225352112676056	0.13830399194416226	GNA13, GNAI2, MET, F2, CD81, GNA12, THBS1, ADAM9, CARD10	187	370	13528	1.7596762537939008	1.0	0.6261111710949979	91.91404021016879
SP_PIR_KEYWORDS	cytoplasm	44	20.657276995305164	0.1388495123892235	TSG101, CHMP4B, CHMP5, TFR2, FERMT2, RHOQ, HSPA1A, AURKA, FKBP1A, CEP55, ITSN2, AURKB, CD2AP, MLF2, CHMP2B, KRT25, RAC2, RAC3, ENO2, DYNC2H1, SNTB2, CAB39, HSPA8, RPS27A, KIF5B, NIN, CSNK1G1, LIMK1, VTA1, MAP1LC3B2, CARD10, ST13, EPS15, ARPC1B, CHMP1B, CSNK1D, CSNK1E, SH3KBP1, TMOD2, SDCBP, RAP1B, CSNK1G3, PDCD6IP, VPS25	212	3332	19235	1.1981301954744161	1.0	0.3879513580175723	86.59481285363096
INTERPRO	IPR009048:Alpha-macroglobulin, receptor-binding	2	0.9389671361502347	0.13999945706896758	A2M, PZP	209	12	16659	13.28468899521531	1.0	0.5597766581780711	87.87304311278633
INTERPRO	IPR012292:Globin	2	0.9389671361502347	0.13999945706896758	HBZ, HBA2, HBA1	209	12	16659	13.28468899521531	1.0	0.5597766581780711	87.87304311278633
INTERPRO	IPR011626:A-macroglobulin complement component	2	0.9389671361502347	0.13999945706896758	A2M, PZP	209	12	16659	13.28468899521531	1.0	0.5597766581780711	87.87304311278633
INTERPRO	IPR000971:Globin, subset	2	0.9389671361502347	0.13999945706896758	HBZ, HBA2, HBA1	209	12	16659	13.28468899521531	1.0	0.5597766581780711	87.87304311278633
INTERPRO	IPR001599:Alpha-2-macroglobulin	2	0.9389671361502347	0.13999945706896758	A2M, PZP	209	12	16659	13.28468899521531	1.0	0.5597766581780711	87.87304311278633
INTERPRO	IPR019742:Alpha-2-macroglobulin, conserved site	2	0.9389671361502347	0.13999945706896758	A2M, PZP	209	12	16659	13.28468899521531	1.0	0.5597766581780711	87.87304311278633
GOTERM_BP_FAT	GO:0051651~maintenance of location in cell	3	1.4084507042253522	0.1409850610971484	ALB, APOE, FTH1	187	48	13528	4.521390374331551	1.0	0.6323261579526096	92.328771794715
GOTERM_BP_FAT	GO:0002688~regulation of leukocyte chemotaxis	2	0.9389671361502347	0.14131054262588352	ADAM10, THBS1	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0010885~regulation of cholesterol storage	2	0.9389671361502347	0.14131054262588352	APOB, SCARB1	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0048070~regulation of pigmentation during development	2	0.9389671361502347	0.14131054262588352	GNAQ, GNA11	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0022409~positive regulation of cell-cell adhesion	2	0.9389671361502347	0.14131054262588352	CD47, ITGA6	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0006929~substrate-bound cell migration	2	0.9389671361502347	0.14131054262588352	SDCBP, CD2AP	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0051897~positive regulation of protein kinase B signaling cascade	2	0.9389671361502347	0.14131054262588352	F3, ITSN1	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0032965~regulation of collagen biosynthetic process	2	0.9389671361502347	0.14131054262588352	F2, ITGA2	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0021602~cranial nerve morphogenesis	2	0.9389671361502347	0.14131054262588352	EPHB1, EPHB2	187	11	13528	13.153135634419055	1.0	0.6318409683859172	92.37773517534048
GOTERM_BP_FAT	GO:0019933~cAMP-mediated signaling	4	1.8779342723004695	0.1426159091054287	GNAQ, GNAI2, GNAI1, GNAS	187	95	13528	3.045989304812834	1.0	0.6341002403910163	92.57116754774356
UP_SEQ_FEATURE	domain:EF-hand 1	5	2.3474178403755865	0.14266256642843925	EPS15, NIN, RHOT2, ITSN2, ITSN1	212	182	19113	2.476803856520838	1.0	0.8885945255206849	91.04624012029652
GOTERM_CC_FAT	GO:0005794~Golgi apparatus	18	8.450704225352112	0.14275973223886848	HRAS, STX4, SCAMP3, BSG, ADAM10, GNAI3, SDC4, SERINC3, NRAS, GOLGA7, SERINC5, ECE1, CD44, APOE, AP2A1, DYNC2H1, GNAS, PTGFRN	189	872	12782	1.3960244648318043	1.0	0.5049539825152715	86.99818443259588
KEGG_PATHWAY	hsa03040:Spliceosome	6	2.8169014084507045	0.14393844391296073	HSPA1L, HSPA2, DHX15, HSPA6, HSPA7, HSPA1A, HSPA8	113	126	5085	2.142857142857143	0.9999997920329986	0.325989714717693	82.12411467660347
UP_SEQ_FEATURE	region of interest:Stem	2	0.9389671361502347	0.14398476614674	CD44, DYNC2H1	212	14	19113	12.879380053908354	1.0	0.8873535024361717	91.26028826564729
UP_SEQ_FEATURE	domain:VWFC 3	2	0.9389671361502347	0.14398476614674	VWF, MUC5B	212	14	19113	12.879380053908354	1.0	0.8873535024361717	91.26028826564729
GOTERM_CC_FAT	GO:0005903~brush border	3	1.4084507042253522	0.14665754250279742	GNA13, GNA12, SLC34A3	189	46	12782	4.4106280193236715	1.0	0.5095421003324482	87.75972518484487
GOTERM_MF_FAT	GO:0005344~oxygen transporter activity	2	0.9389671361502347	0.14808256168747186	HBZ, HBA2, HBA1	160	13	12983	12.483653846153846	1.0	0.6031506894296694	88.78786889201528
GOTERM_CC_FAT	GO:0045334~clathrin-coated endocytic vesicle	2	0.9389671361502347	0.15045630343876162	APOB, AP2A1	189	11	12782	12.296296296296296	1.0	0.513740483576858	88.46204125098515
GOTERM_BP_FAT	GO:0032102~negative regulation of response to external stimulus	3	1.4084507042253522	0.15049021963065437	APOE, SERPINC1, NT5E	187	50	13528	4.340534759358289	1.0	0.6541193485252643	93.64351571390937
SP_PIR_KEYWORDS	cell junction	8	3.755868544600939	0.15073152428739603	PKP2, FERMT2, CD99L2, SH3KBP1, SDCBP, SNTB2, ITSN1, MLLT4	212	399	19235	1.8191705679292571	1.0	0.41197436186381386	88.87864627878653
INTERPRO	IPR013513:Integrin alpha chain, C-terminal, cytoplasmic region	2	0.9389671361502347	0.1507449435195217	ITGAV, ITGA2	209	13	16659	12.262789841737211	1.0	0.5840445067861757	89.82890240353474
SMART	SM00054:EFh	5	2.3474178403755865	0.15179324657797122	EPS15, RHOT2, EPS15L1, ITSN2, ITSN1	132	143	9079	2.404905700360246	0.9999999839051056	0.5265450383154473	84.3845151649145
SP_PIR_KEYWORDS	cell binding	2	0.9389671361502347	0.1525415939886607	VWF, COL6A3	212	15	19235	12.097484276729558	1.0	0.4127903582473498	89.19309620106516
GOTERM_BP_FAT	GO:0046039~GTP metabolic process	2	0.9389671361502347	0.15312649580106263	RP2, RHOQ	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
GOTERM_BP_FAT	GO:0042730~fibrinolysis	2	0.9389671361502347	0.15312649580106263	F2, PLAU	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
GOTERM_BP_FAT	GO:0034375~high-density lipoprotein particle remodeling	2	0.9389671361502347	0.15312649580106263	APOE, SCARB1	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
GOTERM_BP_FAT	GO:0065005~protein-lipid complex assembly	2	0.9389671361502347	0.15312649580106263	APOB, APOE	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
GOTERM_BP_FAT	GO:0055081~anion homeostasis	2	0.9389671361502347	0.15312649580106263	ENPP1, SLC34A3	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
GOTERM_BP_FAT	GO:0010712~regulation of collagen metabolic process	2	0.9389671361502347	0.15312649580106263	F2, ITGA2	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
GOTERM_BP_FAT	GO:0034377~plasma lipoprotein particle assembly	2	0.9389671361502347	0.15312649580106263	APOB, APOE	187	12	13528	12.057040998217468	1.0	0.6596654961790402	93.96871446358455
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme proximal ligand)	2	0.9389671361502347	0.15344176463840328	HBZ, HBA2, HBA1	212	15	19113	12.02075471698113	1.0	0.9002533508938556	92.65723030917374
UP_SEQ_FEATURE	metal ion-binding site:Copper	2	0.9389671361502347	0.15344176463840328	ALB, LOXL2	212	15	19113	12.02075471698113	1.0	0.9002533508938556	92.65723030917374
UP_SEQ_FEATURE	metal ion-binding site:Zinc; catalytic	4	1.8779342723004695	0.15506258359512914	ADAM10, ECE1, CA9, ADAM9	212	123	19113	2.9318913943856417	1.0	0.8995253641520524	92.87455804871746
BIOCARTA	h_salmonellaPathway:How does salmonella hijack a cell	2	0.9389671361502347	0.1560675452958548	CDC42, RAC1	41	6	1437	11.682926829268295	0.9999999995624008	0.7854613905327942	86.02390204049973
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	5	2.3474178403755865	0.1563377565105719	CDC42, ARPC1B, RAC2, LIMK1, RAC1	113	95	5085	2.3684210526315788	0.9999999509439317	0.34345073656785097	84.79203876217404
GOTERM_BP_FAT	GO:0030900~forebrain development	5	2.3474178403755865	0.1572396038764038	GNAO1, GNAQ, RAC1, DYNC2H1, AHSG	187	152	13528	2.379679144385027	1.0	0.6688700077012288	94.44499858379275
UP_SEQ_FEATURE	domain:Ig-like V-type	4	1.8779342723004695	0.1576991393803409	CD47, BSG, MPZL2, PVRL3	212	124	19113	2.908247108947048	1.0	0.9004441431816822	93.21526110435326
GOTERM_MF_FAT	GO:0015248~sterol transporter activity	2	0.9389671361502347	0.15852626813998955	APOB, APOE	160	14	12983	11.591964285714287	1.0	0.6243181240366319	90.52569053892088
INTERPRO	IPR016060:Complement control module	3	1.4084507042253522	0.15905524345096275	CD55, CD46, FN1	209	57	16659	4.195164945857466	1.0	0.6006393415444062	91.1360241590913
SMART	SM00179:EGF_CA	4	1.8779342723004695	0.1610390275625574	CD97, CCBE1, JAG1, EDIL3	132	96	9079	2.86584595959596	0.99999999512638	0.5349345608589885	86.20039145943966
BIOCARTA	h_pyk2Pathway:Links between Pyk2 and Map Kinases	3	1.4084507042253522	0.16168509676107554	HRAS, GNAQ, RAC1	41	26	1437	4.044090056285178	0.9999999998126246	0.7753459859614601	87.0655297212516
GOTERM_MF_FAT	GO:0042802~identical protein binding	12	5.633802816901409	0.16180203781962849	VWF, NRP1, ADAM10, ECE1, ENPP1, APOE, PVRL3, ENO2, ITGA2, GNAS, THBS1, ITGB1	160	640	12983	1.5214453125	1.0	0.6265567810918619	91.01704572837353
SP_PIR_KEYWORDS	phosphoric diester hydrolase	2	0.9389671361502347	0.16184511759329076	ENPP1, CNP	212	16	19235	11.341391509433961	1.0	0.42998072432406953	90.68346516353682
GOTERM_BP_FAT	GO:0046578~regulation of Ras protein signal transduction	6	2.8169014084507045	0.16207252680900058	NRAS, HRAS, KRAS, RAC1, ITSN2, ITSN1	187	210	13528	2.0669213139801377	1.0	0.679584860412437	94.9593934232774
UP_SEQ_FEATURE	domain:EGF-like 13	2	0.9389671361502347	0.16279477478274523	JAG1, MEGF10	212	16	19113	11.26945754716981	1.0	0.9051032461113948	93.83094386408276
GOTERM_CC_FAT	GO:0042627~chylomicron	2	0.9389671361502347	0.16296231039992462	APOB, APOE	189	12	12782	11.271604938271604	1.0	0.5390607673811505	90.51957885501713
GOTERM_CC_FAT	GO:0005833~hemoglobin complex	2	0.9389671361502347	0.16296231039992462	HBZ, HBA2, HBA1	189	12	12782	11.271604938271604	1.0	0.5390607673811505	90.51957885501713
GOTERM_BP_FAT	GO:0010595~positive regulation of endothelial cell migration	2	0.9389671361502347	0.1647807183397647	SCARB1, THBS1	187	13	13528	11.129576306046893	1.0	0.6848372506627661	95.22769523333803
GOTERM_BP_FAT	GO:0051646~mitochondrion localization	2	0.9389671361502347	0.1647807183397647	ALB, RHOT2	187	13	13528	11.129576306046893	1.0	0.6848372506627661	95.22769523333803
GOTERM_BP_FAT	GO:0015671~oxygen transport	2	0.9389671361502347	0.1647807183397647	HBZ, HBA2, HBA1	187	13	13528	11.129576306046893	1.0	0.6848372506627661	95.22769523333803
GOTERM_BP_FAT	GO:0051043~regulation of membrane protein ectodomain proteolysis	2	0.9389671361502347	0.1647807183397647	APOE, ADAM9	187	13	13528	11.129576306046893	1.0	0.6848372506627661	95.22769523333803
GOTERM_BP_FAT	GO:0044253~positive regulation of multicellular organismal metabolic process	2	0.9389671361502347	0.1647807183397647	F2, ITGA2	187	13	13528	11.129576306046893	1.0	0.6848372506627661	95.22769523333803
GOTERM_BP_FAT	GO:0034612~response to tumor necrosis factor	2	0.9389671361502347	0.1647807183397647	ADAM10, ADAM9	187	13	13528	11.129576306046893	1.0	0.6848372506627661	95.22769523333803
SP_PIR_KEYWORDS	transducer	14	6.572769953051644	0.16496969085266452	GNA13, GPR126, GNAI3, GNAO1, GNAI2, GNAI1, GNA11, GNA12, FZD2, CD97, LPHN2, GNAQ, GNAS, GPR116	212	874	19235	1.453359095030439	1.0	0.43344324614307395	91.13967891117807
GOTERM_BP_FAT	GO:0006944~membrane fusion	3	1.4084507042253522	0.16497540540783767	CD9, STX4, GNAI3	187	53	13528	4.094844112602159	1.0	0.6839576236428488	95.24645591473711
GOTERM_BP_FAT	GO:0006518~peptide metabolic process	3	1.4084507042253522	0.16497540540783767	ECE1, SPCS3, GGT1	187	53	13528	4.094844112602159	1.0	0.6839576236428488	95.24645591473711
GOTERM_BP_FAT	GO:0043406~positive regulation of MAP kinase activity	4	1.8779342723004695	0.16551583059313213	KRAS, MET, CD81, THBS1	187	102	13528	2.8369508231099925	1.0	0.683916683368536	95.2981700823035
GOTERM_MF_FAT	GO:0008092~cytoskeletal protein binding	10	4.694835680751173	0.16581840196135325	ARPC1B, STX4, SDC1, KIF5B, APOE, TMOD2, SDCBP, SNTB2, SDC4, SDC2	160	504	12983	1.6099950396825398	1.0	0.6305478110694996	91.58724536486056
GOTERM_MF_FAT	GO:0051082~unfolded protein binding	4	1.8779342723004695	0.1669839626552042	HSPA2, RP2, HSPA1A, HSPA8	160	115	12983	2.822391304347826	1.0	0.6275806468178107	91.74632646007892
GOTERM_MF_FAT	GO:0070325~lipoprotein receptor binding	2	0.9389671361502347	0.16884273998358257	APOB, APOE	160	15	12983	10.819166666666668	1.0	0.6263478290691935	91.99426352981092
